Name,original address,TypeFull,old text,Phone,Start Time,Day,Address,status,street,borough,zip,cb,cwz,lat,lon,BBL,Additional Information,Type,Open Range
BETHANY GOSPEL CHAPEL INC (FP),"521 Thomas S Boyland St, Brooklyn, NY, 11212, USA",Food Pantry,ClosedOpens 6:30 AM Sat(718) 929-1234,(718) 929-1234,6:30 AM,Sat,"521 Thomas S Boyland St, Brooklyn, NY, 11212, USA",OK,521 THOMAS S BOYLAND STREET,BROOKLYN,11212,316,BK3,40.667987,-73.913216,3035190017,,Food Pantry,Morning
JESUS IS THE ANSWER - J.I.T.A. COMMUNITY OUTREACH (FP),"205-11 Jamaica Ave, Hollis, NY, 11423, USA",Food Pantry,ClosedOpens 1:00 PM Sat(718) 908-6303,(718) 908-6303,1:00 PM,Sat,"205-11 Jamaica Ave, Hollis, NY, 11423, USA",OK,205-11 JAMAICA AVENUE,QUEENS,11423,412,QN4,40.713685,-73.754851,4104790005,,Food Pantry,Afternoon
HOUSE OF DAVID WORSHIP CENTER,"747 Hendrix St, Brooklyn, NY, 11207, USA",Food Pantry,ClosedOpens 10:30 AM Wed(718) 649-5982,(718) 649-5982,10:30 AM,Wed,"747 Hendrix St, Brooklyn, NY, 11207, USA",OK,747 HENDRIX STREET,BROOKLYN,11207,305,BK3,40.663161,-73.886492,3043060058,,Food Pantry,Morning
MARANATHA FRENCH SEVENTH DAY ADVENTIST CHURCH (FP),173-04 LINDEN BLVD,Food Pantry,ClosedOpens 10:00 AM Sun(718) 297-8797,(718) 297-8797,10:00 AM,Sun,173-04 LINDEN BLVD,OK,173-04 LINDEN BOULEVARD,BROOKLYN,11226,317,BK3,40.652532,-73.951989,4123950001,,Food Pantry,Morning
COMMUNITY SERVICES HOUSING DEVELOPMENT CORP.,"547 Howard Ave, Brooklyn, New York, 11233",Food Pantry,ClosedOpens 10:00 AM undefined(646) 794-5961,(646) 794-5961,10:00 AM,No Info,"547 Howard Ave, Brooklyn, New York, 11233",OK,547 HOWARD AVENUE,BROOKLYN,11233,316,BK3,40.668898,-73.920053,3014760009,,Food Pantry,Morning
"WORLDWIDE MISSIONARY MOVEMENT/CENTRO EVANGELISTICO MMM, INC (FP)","148 Post Ave, New York, NY, 10034, USA",Food Pantry,ClosedOpens 10:00 AM Sat(212) 567-5620,(212) 567-5620,10:00 AM,Sat,"148 Post Ave, New York, NY, 10034, USA",OK,148 POST AVENUE,MANHATTAN,10034,112,MN7,40.864897,-73.919124,1022230024,,Food Pantry,Morning
MUNA SOCIAL SERVICES DOWNTOWN BROOKLYN (FPH),"50 New York Ave, Brooklyn, NY, 11216, USA",Food Pantry,ClosedOpens 4:00 PM Mon(212) 920-6202,(212) 920-6202,4:00 PM,Mon,"50 New York Ave, Brooklyn, NY, 11216, USA",OK,50 NEW YORK AVENUE,BROOKLYN,11216,303,BK1,40.678655,-73.946901,3018670061,,Food Pantry,Afternoon
BOROUGH COMMUNITY ACTION NETWORK INWOOD (FP),"213 Sherman Ave, New York, NY, 10034, USA",Food Pantry,ClosedOpens 2:00 PM Fri(347) 856-8500,(347) 856-8500,2:00 PM,Fri,"213 Sherman Ave, New York, NY, 10034, USA",OK,213 SHERMAN AVENUE,MANHATTAN,10034,112,MN7,40.865565,-73.920605,1022220013,,Food Pantry,Afternoon
DELIVERANCE TEMPLE CHURCH OF JESUS CHRIST,"134-10 Rockaway Blvd, South Ozone Park, New York, 11420",Food Pantry,ClosedOpens 5:30 PM Tue(718) 529-1993,(718) 529-1993,5:30 PM,Tue,"134-10 Rockaway Blvd, South Ozone Park, New York, 11420",OK,134-10 ROCKAWAY BEACH,QUEENS,11694,414,QN4,40.570817,-73.854379,4162860101,,Food Pantry,Afternoon
EBENEZER SEVENTH DAY ADVENTIST CHURCH,"1234 E New York Ave, Brooklyn, New York, 11212",Food PantrySoup Kitchen,ClosedOpens 10:30 AM Wed(718) 879-0542,(718) 879-0542,10:30 AM,Wed,"1234 E New York Ave, Brooklyn, New York, 11212",OK,1234 EAST NEW YORK AVENUE,BROOKLYN,11212,316,BK3,40.667636,-73.92149,3035100033,,Food Pantry,Morning
SOUTH OZONE PARK SEVENTH DAY ADVENTIST CHURCH,"120-12 140th St, Jamaica, New York, 11436",Food Pantry,ClosedOpens 12:00 PM Wed(718) 322-9210,(718) 322-9210,12:00 PM,Wed,"120-12 140th St, Jamaica, New York, 11436",OK,120-12 140 STREET,QUEENS,11436,412,QN4,40.675865,-73.801003,4120290071,,Food Pantry,Noon
HEAVENLY VISION CHRISTIAN CENTER ,"2868 Jerome Ave, Bronx, New York, 10468",Food Pantry,ClosedOpens 9:00 AM Tue(718) 220-8124,(718) 220-8124,9:00 AM,Tue,"2868 Jerome Ave, Bronx, New York, 10468",OK,2868 JEROME AVENUE,BRONX,10468,207,BX1,40.871747,-73.892203,2033190037,,Food Pantry,Morning
VINEGAR HILL FOOD PANTRY,"228 York St, Brooklyn, NY, 11201, USA",Food Pantry,ClosedOpens 12:00 PM Tue(908) 403-5755,(908) 403-5755,12:00 PM,Tue,"228 York St, Brooklyn, NY, 11201, USA",OK,228 YORK STREET,BROOKLYN,11201,302,BK2,40.701304,-73.981762,3000710001,,Food Pantry,Noon
HOPE EMPOWERMENT AND DEVELOPMENT ZONE INC,"369 New Lots Ave, Brooklyn, NY, 11207, USA",Food Pantry,ClosedOpens 12:00 PM Sat(718) 568-7072,(718) 568-7072,12:00 PM,Sat,"369 New Lots Ave, Brooklyn, NY, 11207, USA",OK,369 NEW LOTS AVENUE,BROOKLYN,11207,305,BK3,40.661682,-73.893473,3038390046,,Food Pantry,Noon
ICNA RELIEF BURKE AVENUE BRONX PANTRY,"1277-D Burke Ave, Bronx, NY, 10469, USA",Food Pantry,ClosedOpens 9:00 AM Sat(214) 463-3227,(214) 463-3227,9:00 AM,Sat,"1271 Burke Ave, Bronx, NY 10469",OK,1271 BURKE AVENUE,BRONX,10469,211,BX2,40.871261,-73.849997,2046190001,,Food Pantry,Morning
EASTCHESTER PRESBYTERIAN CHURCH (SK),"3154 Fish Ave, Bronx, New York, 10469",Soup Kitchen,ClosedOpens 5:00 PM Thu(718) 798-1855,(718) 798-1855,5:00 PM,Thu,"3154 Fish Ave, Bronx, New York, 10469",OK,3154 FISH AVENUE,BRONX,10469,212,BX2,40.871505,-73.847513,2047590048,,Soup Kitchen,Afternoon
SECOND CHANCE AGAPE WORSHIP CENTER,"200-12 Hollis Ave, Saint Albans, New York, 11412",Food Pantry,OpenCloses 2:00 PM(917) 416-3697,(917) 416-3697,2:00 PM,No Info,"200-12 Hollis Ave, Saint Albans, New York, 11412",OK,200-12 HOLLIS AVENUE,QUEENS,11412,412,QN4,40.706174,-73.757057,4109400102,,Food Pantry,Afternoon
CHURCH OF GOD OF BRONXWOOD AVENUE,"3232 LURTING AVENUE, BX 10469",Food Pantry,ClosedOpens 10:00 AM Sat(718) 652-0337,(718) 652-0337,10:00 AM,Sat,"3232 LURTING AVENUE, BX 10469",OK,3232 LURTING AVENUE,BRONX,10469,212,BX2,40.871925,-73.85658,2046130020,,Food Pantry,Morning
EASTCHESTER PRESBYTERIAN CHURCH (FP),"3154 Fish Ave, Bronx, NY, 10469, USA",Food Pantry,ClosedOpens 10:00 AM Sat(718) 920-0679,(718) 920-0679,10:00 AM,Sat,"3154 Fish Ave, Bronx, NY, 10469, USA",OK,3154 FISH AVENUE,BRONX,10469,212,BX2,40.871505,-73.847513,2047590048,,Food Pantry,Morning
HEBRON SEVENTH DAY ADVENTIST CHURCH,"1256 Dean St, Brooklyn, New York, 11216",Food PantrySoup Kitchen,ClosedOpens 12:30 PM Sun(718) 778-6454,(718) 778-6454,12:30 PM,Sun,"1256 Dean St, Brooklyn, New York, 11216",OK,1256 DEAN STREET,BROOKLYN,11216,308,BK3,40.676753,-73.947804,3012130037,,Food Pantry,Noon
ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY,"3101 Eastchester Rd, Bronx, New York, 10469",Food Pantry,ClosedOpens 9:00 AM Sat(347) 350-4698,(347) 350-4698,9:00 AM,Sat,"3101 Eastchester Rd, Bronx, New York, 10469",OK,3101 EASTCHESTER ROAD,BRONX,10469,212,BX2,40.87139,-73.843608,2047610050,,Food Pantry,Morning
WE CARE PANTRY (FP),"201-14 Hollis Ave, Saint Albans, New York, 11412",Food Pantry,ClosedOpens 10:00 AM Sat(718) 774-7041,(718) 774-7041,10:00 AM,Sat,"201-14 Hollis Ave, Saint Albans, New York, 11412",OK,201-14 HOLLIS AVENUE,QUEENS,11412,412,QN4,40.706276,-73.756054,4109410201,,Food Pantry,Morning
WORSHIP CHRISTIAN CENTER INC (FP),"113-16 Farmers Blvd, Saint Albans, NY, 11412, USA",Food Pantry,ClosedOpens 10:00 AM Fri(631) 482-0758,(631) 482-0758,10:00 AM,Fri,"113-16 Farmers Blvd, Saint Albans, NY, 11412, USA",OK,113-16 FARMERS BOULEVARD,QUEENS,11412,412,QN4,40.699096,-73.762864,4104420021,,Food Pantry,Morning
OUR LADY OF MERCY CHURCH,"680 Mother Gaston Blvd, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 9:00 AM Fri(718) 346-3166,(718) 346-3166,9:00 AM,Fri,"680 Mother Gaston Blvd, Brooklyn, New York, 11212",OK,680 MOTHER GASTON BOULEVARD,BROOKLYN,11212,316,BK3,40.66217,-73.904948,3035930035,,Food Pantry,Morning
BEDFORD CENTRAL PRESBYTERIAN CHURCH,"1200 Dean St, Brooklyn, New York, 11216",Food Pantry,OpenCloses 2:30 PM(718) 467-0740,(718) 467-0740,2:30 PM,No Info,"1200 Dean St, Brooklyn, New York, 11216",OK,1200 DEAN STREET,BROOKLYN,11216,308,BK3,40.676836,-73.949271,3012130005,,Food Pantry,Afternoon
"VETS INC, HOLLIS GARDENS","202-14 Hollis Ave, Saint Albans, New York, 11412",Food Pantry,ClosedOpens 3:00 PM Thu(646) 261-1973,(646) 261-1973,3:00 PM,Thu,"202-14 Hollis Ave, Saint Albans, New York, 11412",OK,202-14 HOLLIS AVENUE,QUEENS,11412,412,QN4,40.706455,-73.755109,4109420104,,Food Pantry,Afternoon
RUSH TEMPLE A.M.E. CHURCH,"119-48 Sutphin Blvd, Jamaica, New York, 11436",Food PantrySoup Kitchen,ClosedOpens 9:00 AM Tue(718) 529-5719,(718) 529-5719,9:00 AM,Tue,"119-48 Sutphin Blvd, Jamaica, New York, 11436",OK,119-48 SUTPHIN BOULEVARD,QUEENS,11434,412,QN4,40.678107,-73.791262,4120280053,,Food Pantry,Morning
BETHANY UNITED METHODIST CHURCH (SK),"1208 St Johns Pl, Brooklyn, New York, 11213",Soup Kitchen,ClosedOpens 5:00 PM Thu(718) 774-5689,(718) 774-5689,5:00 PM,Thu,"1208 St Johns Pl, Brooklyn, New York, 11213",OK,1208 ST JOHNS PLACE,BROOKLYN,11213,308,BK3,40.670968,-73.938169,3013820020,,Soup Kitchen,Afternoon
BETHLEM NATION'S FOOD PANTRY,"1962 Linden Blvd, Brooklyn, New York, 11207",Food Pantry,ClosedOpens 10:00 AM Sat(718) 257-8300,(718) 257-8300,10:00 AM,Sat,"1962 Linden Blvd, Brooklyn, New York, 11207",OK,1962 LINDEN BOULEVARD,BROOKLYN,11207,305,BK3,40.658973,-73.889674,3043480001,,Food Pantry,Morning
ST. BRENDAN & ST. ANN PARISH,"268 E 207th St, Bronx, New York, 10467",Food Pantry,ClosedOpens 7:30 AM Sat(718) 547-6655,(718) 547-6655,7:30 AM,Sat,"268 E 207th St, Bronx, New York, 10467",OK,268 EAST  207 STREET,BRONX,10467,207,BX1,40.875575,-73.87761,2033420029,,Food Pantry,Morning
BETHEL SEVENTH-DAY ADVENTIST CHURCH,"457 Grand Ave, Brooklyn, New York, 11238",Soup Kitchen,ClosedOpens 1:00 PM Sun(718) 783-3630,(718) 783-3630,1:00 PM,Sun,"457 Grand Ave, Brooklyn, New York, 11238",OK,457 GRAND AVENUE,BROOKLYN,11238,302,BK2,40.68185,-73.961494,3020150001,,Soup Kitchen,Afternoon
SAGE CENTER BROOKLYN (LOVE WINS FOOD PANTRY),"271 Myrtle Ave, Brooklyn, NY, 11201, USA",Food Pantry,OpenCloses 2:00 PM(646) 518-9744,(646) 518-9744,2:00 PM,No Info,"271 Myrtle Ave, Brooklyn, NY, 11201, USA",OK,271 MYRTLE AVENUE,BROOKLYN,11201,302,BK2,40.693454,-73.978042,:,,Food Pantry,Afternoon
NATIONAL SORORITY OF PHI DELTA KAPPA,"117-08 Merrick Blvd, Jamaica, New York, 11434",Food Pantry,OpenCloses 1:00 PM(718) 723-1119,(718) 723-1119,1:00 PM,No Info,"117-08 Merrick Blvd, Jamaica, New York, 11434",OK,117-08 MERRICK BOULEVARD,QUEENS,11434,412,QN4,40.686925,-73.774756,4123670234,,Food Pantry,Afternoon
SINGH FAMILY CHARITY INC (85556),"121-13 Sutphin Blvd, Jamaica, New York, 11434",Food Pantry,ClosedOpens 8:00 AM Sat(718) 480-6700,(718) 480-6700,8:00 AM,Sat,"121-13 Sutphin Blvd, Jamaica, New York, 11434",OK,121-13 SUTPHIN BOULEVARD,QUEENS,11434,412,QN4,40.677173,-73.790872,4122160004,,Food Pantry,Morning
CHURCH OF GOD PROPHECY (SK),"71 Malta St, Brooklyn, NY, 11207, USA",Soup Kitchen,ClosedOpens 3:30 PM Tue(718) 649-5533,(718) 649-5533,3:30 PM,Tue,"71 Malta St, Brooklyn, NY, 11207, USA",OK,71 MALTA STREET,BROOKLYN,11207,305,BK3,40.659035,-73.895275,3042950052,,Soup Kitchen,Afternoon
CHURCH OF GOD PROPHECY (FP),"71 Malta St, Brooklyn, NY, 11207, USA",Food Pantry,ClosedOpens 3:30 PM Tue(718) 649-5533,(718) 649-5533,3:30 PM,Tue,"71 Malta St, Brooklyn, NY, 11207, USA",OK,71 MALTA STREET,BROOKLYN,11207,305,BK3,40.659035,-73.895275,3042950052,,Food Pantry,Afternoon
CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC,"630 Isham St, New York, New York, 10034",Food Pantry,ClosedOpens 7:30 AM Sat(212) 791-4590,(212) 791-4590,7:30 AM,Sat,"630 Isham St, New York, New York, 10034",OK,630 ISHAM STREET,MANHATTAN,10034,112,MN7,40.869267,-73.920507,1022420019,,Food Pantry,Morning
OUR LADY OF GRACE MINISTRY,"158-10 101st St, Howard Beach, New York, 11414",Food Pantry,ClosedOpens 10:30 AM Tue(718) 845-6635,(718) 845-6635,10:30 AM,Tue,"158-10 101st St, Howard Beach, New York, 11414",OK,158-10 101 STREET,QUEENS,11414,410,QN4,40.661542,-73.832779,4141700001,,Food Pantry,Morning
MAJORITY COMMUNITY OUTREACH,"115-21 Farmers Blvd, Saint Albans, New York, 11412",Food Pantry,ClosedOpens 9:00 AM undefined(718) 528-6690,(718) 528-6690,9:00 AM,No Info,"115-21 Farmers Blvd, Saint Albans, New York, 11412",OK,115-21 FARMERS BOULEVARD,QUEENS,11412,412,QN4,40.695356,-73.761666,4110320001,,Food Pantry,Morning
MOUNT SINAI SEVENTH DAY ADVENTIST CHURCH,"217-10 93rd Ave, Queens Village, New York, 11428",Food Pantry,ClosedOpens 5:00 PM Wed(718) 465-1784,(718) 465-1784,5:00 PM,Wed,"217-10 93rd Ave, Queens Village, New York, 11428",OK,217-10 93 AVENUE,QUEENS,11428,413,QN4,40.721159,-73.740072,4106230001,,Food Pantry,Afternoon
GOOD NEIGHBOR COMMUNITY OUTREACH AGENCY INC,"3356 Seymour Ave, Bronx, New York, 10469",Food Pantry,ClosedOpens 7:00 PM Fri(718) 652-3288,(718) 652-3288,7:00 PM,Fri,"3356 Seymour Ave, Bronx, New York, 10469",OK,3356 SEYMOUR AVENUE,BRONX,10469,212,BX2,40.875146,-73.848463,2047370074,,Food Pantry,Afternoon
MORRIS BROWN HELPING HAND FOOD PROGRAM,"145-03 Rockaway Blvd, Jamaica, New York, 11436",Food Pantry,ClosedOpens 10:00 AM Wed(718) 322-7596,(718) 322-7596,10:00 AM,Wed,"145-03 Rockaway Blvd, Jamaica, New York, 11436",OK,145-03 ROCKAWAY BOULEVARD,QUEENS,11436,412,QN4,40.673662,-73.7935,4120480085,,Food Pantry,Morning
PEOPLES BAPTIST CHURCH,"105 Riverdale Ave, Brooklyn, NY, 11212, USA",Food Pantry,ClosedOpens 12:00 PM Sat(718) 676-0318,(718) 676-0318,12:00 PM,Sat,"105 Riverdale Ave, Brooklyn, NY, 11212, USA",OK,105 RIVERDALE AVENUE,BROOKLYN,11212,316,BK3,40.660381,-73.912844,3035850006,,Food Pantry,Noon
NAT'L COMM. FOR FUTH. OF JEWISH ED.(UC),"824 Eastern Pkwy, Brooklyn, New York, 11213",Food Pantry - Kosher,ClosedOpens 12:00 PM Fri(718) 735-0200,(718) 735-0200,12:00 PM,Fri,"824 Eastern Pkwy, Brooklyn, New York, 11213",OK,824 EASTERN PARKWAY,BROOKLYN,11213,309,BK3,40.669328,-73.940979,3012720020,Kosher,Food Pantry,Noon
URBAN STRATEGIES INC,"61 Riverdale Ave, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 8:00 AM Tue(718) 346-2539,(718) 346-2539,8:00 AM,Tue,"61 Riverdale Ave, Brooklyn, New York, 11212",OK,61 RIVERDALE AVENUE,BROOKLYN,11212,316,BK3,40.660125,-73.914582,3035830001,,Food Pantry,Morning
DIVINE FOOD PANTRY,"215-31 99th Ave, Queens Village, New York, 11429",Food Pantry,ClosedOpens 4:00 PM Fri(516) 415-1192,(516) 415-1192,4:00 PM,Fri,"215-31 99th Ave, Queens Village, New York, 11429",OK,215-31 99 AVENUE,QUEENS,11429,413,QN4,40.714558,-73.743745,4110830117,,Food Pantry,Afternoon
HOLLIS AVENUE CONGREGATIONAL CHURCH,"211-04 Hollis Ave, Queens Village, New York, 11429",Food Pantry,ClosedOpens 8:00 AM Tue(718) 468-1498,(718) 468-1498,8:00 AM,Tue,"211-04 Hollis Ave, Queens Village, New York, 11429",OK,211-04 HOLLIS AVENUE,QUEENS,11429,413,QN4,40.709217,-73.746644,4111130023,,Food Pantry,Morning
NEW LIFE SEVENTH DAY ADVENTIST CHURCH,"885 Thomas S Boyland St, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 8:00 AM Sun(718) 385-0463,(718) 385-0463,8:00 AM,Sun,"885 Thomas S Boyland St, Brooklyn, New York, 11212",OK,885 THOMAS S BOYLAND STREET,BROOKLYN,11212,316,BK3,40.658554,-73.910803,3036120024,,Food Pantry,Morning
LITTLE JERUSALEM HOUSE OF PRAYER,"447 Herzl St, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 1:00 PM Sat(718) 922-7446,(718) 922-7446,1:00 PM,Sat,"447 Herzl St, Brooklyn, New York, 11212",OK,447 HERZL STREET,BROOKLYN,11212,316,BK3,40.659014,-73.912868,3035980005,,Food Pantry,Afternoon
HANSON PLACE SEVENTH DAY ADVENTIST CHURCH (FP),"88 Hanson Pl, Brooklyn, NY, 11217, USA",Food Pantry,ClosedOpens 1:30 PM Thu(718) 230-0229,(718) 230-0229,1:30 PM,Thu,"88 Hanson Pl, Brooklyn, NY, 11217, USA",OK,88 HANSON PLACE,BROOKLYN,11217,302,BK2,40.685534,-73.973909,3020040033,,Food Pantry,Afternoon
THE KINGSBRIDGE HEIGHTS COMMUNITY CENTER INC (FP),"3067 Kingsbridge Ter, Bronx, NY, 10463, USA",Food Pantry,OpenCloses 2:30 PM(718) 884-0700,(718) 884-0700,2:30 PM,No Info,"3067 Kingsbridge Ter, Bronx, NY, 10463, USA",OK,3067 KINGSBRIDGE TERRACE,BRONX,10463,208,BX1,40.877187,-73.900764,2032570124,,Food Pantry,Afternoon
CROWN HEIGHTS JEWISH COMMUNITY COUNCIL,"899 Montgomery St, Brooklyn, NY, 11213, USA",Food Pantry - Kosher,ClosedOpens 1:30 AM Wed(718) 771-9000,(718) 771-9000,1:30 PM,Wed,"899 Montgomery St, Brooklyn, NY, 11213, USA",OK,899 MONTGOMERY STREET,BROOKLYN,11213,309,BK3,40.664552,-73.935194,3014180049,Kosher,Food Pantry,Afternoon
FAMILY LIFE DEVELOPMENT CENTER,"1476 Bedford Ave, Brooklyn, New York, 11216",Food Pantry,ClosedOpens 4:00 PM Mon(718) 636-4938,(718) 636-4938,4:00 PM,Mon,"1476 Bedford Ave, Brooklyn, New York, 11216",OK,1476 BEDFORD AVENUE,BROOKLYN,11216,308,BK3,40.672888,-73.954282,3012380044,,Food Pantry,Afternoon
"FIRST CHURCH OF GOD IN CHRIST, INC. (FP)","187-10 Baisley Blvd, Saint Albans, New York, 11412",Food Pantry,ClosedOpens 12:00 PM Wed(718) 712-4831,(718) 712-4831,12:00 PM,Wed,"187-10 Baisley Blvd, Saint Albans, New York, 11412",OK,187-10 BAISLEY BOULEVARD,QUEENS,11412,412,QN4,40.690418,-73.763065,4124480025,,Food Pantry,Noon
WORLD FOR CHRIST FOOD SERVICES,"1091 Clarkson Ave, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 10:00 AM Sat(347) 249-8928,(347) 249-8928,10:00 AM,Sat,"1091 Clarkson Ave, Brooklyn, New York, 11212",OK,1091 CLARKSON AVENUE,BROOKLYN,11212,317,BK3,40.65988,-73.922036,3046300042,,Food Pantry,Morning
BROWNSVILLE TEMPLE SEVENTH DAY ADVENTIST CHURCH,"1089 Clarkson Ave, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 11:00 AM Sun(718) 345-3689,(718) 345-3689,11:00 AM,Sun,"1089 Clarkson Ave, Brooklyn, New York, 11212",OK,1089 CLARKSON AVENUE,BROOKLYN,11212,317,BK3,40.65985,-73.922083,3046300043,,Food Pantry,Noon
SAM FIELD Y (FPK),"58-25 Little Neck Pkwy, Little Neck, NY, 11362, USA",Food Pantry - Kosher,OpenCloses 2:00 PM(718) 704-8160,(718) 704-8160,2:00 PM,No Info,"58-25 Little Neck Pkwy, Little Neck, NY, 11362, USA",OK,58-25 LITTLE NECK PARKWAY,QUEENS,11362,411,QN3,40.761553,-73.723093,4083940100,Kosher,Food Pantry,Afternoon
UNION UNITED FOOD PANTRY (FP),"126-22 150th St, Jamaica, New York, 11436",Food Pantry,ClosedOpens 12:00 PM Fri(718) 529-3691,(718) 529-3691,12:00 PM,Fri,"126-22 150th St, Jamaica, New York, 11436",OK,126-22 150 STREET,QUEENS,11436,412,QN4,40.672735,-73.78816,4121040011,,Food Pantry,Noon
CHURCH OF GOD INC.,"1011 Winthrop St, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 12:00 PM Sat(718) 493-3031,(718) 493-3031,12:00 PM,Sat,"1011 Winthrop St, Brooklyn, New York, 11212",OK,1011 WINTHROP STREET,BROOKLYN,11212,317,BK3,40.660127,-73.926,3046100045,,Food Pantry,Noon
ST. TERESA OF AVILA,"560 Sterling Pl, Brooklyn, New York, 11238",Food Pantry,ClosedOpens 8:00 AM undefined(347) 933-0964,(347) 933-0964,8:00 AM,No Info,"560 Sterling Pl, Brooklyn, New York, 11238",OK,560 STERLING PLACE,BROOKLYN,11238,308,BK3,40.673848,-73.959732,3011750001,,Food Pantry,Morning
BLACK FORUM OF CO-OP CITY,"920 Baychester Ave, Bronx, New York, 10475",Food Pantry,OpenCloses 12:45 PM(718) 320-8035,(718) 320-8035,12:45 PM,No Info,"920 Baychester Ave, Bronx, New York, 10475",OK,920 BAYCHESTER AVENUE,BRONX,10475,210,BX2,40.877178,-73.833625,2051410120,,Food Pantry,Noon
CHRIST CHURCH INTERNATIONAL JOSEPH'S HOUSE,"122-20 Merrill St, Jamaica, New York, 11434",Food Pantry,ClosedOpens 10:00 AM Sat(718) 276-2799,(718) 276-2799,10:00 AM,Sat,"122-20 Merrill St, Jamaica, New York, 11434",OK,122-20 MERRILL STREET,QUEENS,11434,412,QN4,40.682969,-73.769906,4125140032,,Food Pantry,Morning
TRIUMPHANT FULL GOSPEL ASSEMBLY,"889 Rutland Rd, Brooklyn, New York, 11203",Food Pantry,ClosedOpens 2:00 PM Thu(718) 774-4696,(718) 774-4696,2:00 PM,Thu,"889 Rutland Rd, Brooklyn, New York, 11203",OK,889 RUTLAND ROAD,BROOKLYN,11203,317,BK3,40.660687,-73.92999,3045920024,,Food Pantry,Afternoon
NEXT STEP COMMUNITY CHURCH,"360 Schermerhorn St, Brooklyn, New York, 11217",Food PantrySoup Kitchen,ClosedOpens 9:00 AM Sat(718) 875-1858,(718) 875-1858,9:00 AM,Sat,"360 Schermerhorn St, Brooklyn, New York, 11217",OK,360 SCHERMERHORN STREET,BROOKLYN,11217,302,BK2,40.686677,-73.979923,3001730023,,Food Pantry,Morning
NORTH BRONX SEVENTH DAY ADVENTIST CHURCH,"3743 Bronxwood Ave, Bronx, NY, 10469, USA",Food Pantry,ClosedOpens 9:00 AM Fri(718) 882-4907,(718) 882-4907,9:00 AM,Fri,"3743 Bronxwood Ave, Bronx, NY, 10469, USA",OK,3743 BRONXWOOD AVENUE,BRONX,10469,212,BX2,40.880817,-73.857581,2046760079,,Food Pantry,Morning
HOPE CENTER DEVELOPMENT CORPORATION,"409 E 95th St, Brooklyn, New York, 11212",Soup Kitchen,ClosedOpens 11:00 AM Sat(718) 385-1043,(718) 385-1043,11:00 AM,Sat,"409 E 95th St, Brooklyn, New York, 11212",OK,409 EAST   95 STREET,BROOKLYN,11212,317,BK3,40.657149,-73.918561,3046700015,,Soup Kitchen,Noon
HOPE CENTER DEVELOPMENT CORPORATION,"414 E 95th St, Brooklyn, New York, 11212",Food Pantry,ClosedOpens 11:00 AM Sat(718) 385-1043,(718) 385-1043,11:00 AM,Sat,"414 E 95th St, Brooklyn, New York, 11212",OK,414 EAST   95 STREET,BROOKLYN,11212,317,BK3,40.65707,-73.9185,3046690068,,Food Pantry,Noon
SHALOM SENIOR CENTER,"483 Albany Ave, Brooklyn, New York, 11203",Food Pantry - Kosher,ClosedOpens 1:00 PM Thu(718) 774-9213,(718) 774-9213,1:00 PM,Thu,"483 Albany Ave, Brooklyn, New York, 11203",OK,483 ALBANY AVENUE,BROOKLYN,11203,309,BK3,40.663388,-73.939975,3014267501,Kosher,Food Pantry,Afternoon
MOSHOLU MONTEFIORE COMMUNITY CENTER FP,"3450 Dekalb Ave, Bronx, New York, 10467",Food Pantry,ClosedOpens 10:00 AM Wed(718) 882-4000,(718) 882-4000,10:00 AM,Wed,"3450 Dekalb Ave, Bronx, New York, 10467",OK,3450 DEKALB AVENUE,BRONX,10467,207,BX1,40.881486,-73.881226,2033270001,,Food Pantry,Morning
UNITED COMMUNITY BAPTIST CHURCH,"545 Utica Ave, Brooklyn, New York, 11203",Soup Kitchen,ClosedOpens 10:00 AM Sat(718) 467-7708,(718) 467-7708,10:00 AM,Sat,"545 Utica Ave, Brooklyn, New York, 11203",OK,545 UTICA AVENUE,BROOKLYN,11203,317,BK3,40.659971,-73.931252,3046040075,,Soup Kitchen,Morning
JEWISH COMMUNITY COUNCIL OF CANARSIE #1,"1170 Pennsylvania Ave, Brooklyn, New York, 11239",Food Pantry - Kosher,ClosedOpens 9:00 AM Wed(718) 922-2474,(718) 922-2474,9:00 AM,Wed,"1170 Pennsylvania Ave, Brooklyn, New York, 11239",OK,1170 PENNSYLVANIA AVENUE,BROOKLYN,11239,305,BK3,40.651533,-73.88538,3044340060,Kosher,Food Pantry,Morning
MINISTRY TOOLS INC,"170-20 140th Ave, Jamaica, New York, 11434",Food Pantry,ClosedOpens 4:00 PM Thu(718) 529-0005,(718) 529-0005,4:00 PM,Thu,"170-20 140th Ave, Jamaica, New York, 11434",OK,170-20 140 AVENUE,QUEENS,11434,412,QN4,40.670977,-73.769835,4125880044,,Food Pantry,Afternoon
